Name,Email,Skills,Corrected_Name,Corrected_Email
JESSICA CLAIRE,resumesample@example.com,• Team development; • Trusting; • Issue and conflict resolution; • Ability to understand and speak some Spanish; • Microsoft Office; • Forklift driving; • Hand tool operations,JESSICA CLAIRE,jessica.claire@example.com
Jessica CLAIRE,resumesample@example.com,+ Team development * Materials handling; « Trusting * Safety behaviors; « Issue and conflict resolution © Critical thinking; « Ability to understand and speak some Spanish * Refill propane; * Microsoft Office * Multitasking; « Forklift driving + Communication; * Hand tool operations * Analytical,Jessica CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,Licenses; • Registered Nurse 1975 to present.; • Basic Life Support (BLS) Certification <year to present.; • CPR certified through American Heart Association; • Patient-oriented; • Personal and professional integrity; • Relationship and team building; • Sound decision making; • Compassionate and committed counselor,JESSICA CLAIRE,jessica.claire@example.com
Jessica CLAIRE,resumesample@example.com,"consistently garners compliments from patients for my caring and compassionate manner. Iam a""; am player” who is still; passionate about her profession. I have a positive, enthusiastic attitude which helps me maintain my reputation for achieving a high; all, I always place the needs of my patients and their families in the highest priority.; Licenses; « Registered Nurse 1975 to present.; « Basic Life Support (BLS) Certification <year to present.; « CPR certified through American Heart Association; Patient-oriented; Culturally sensitive; Enthusiastic caregiver; Strong medical ethic",Jessica CLAIRE,jessica.claire@example.com
darcey.woosley@gmail.com,darcey.woosley@gmail.com,"communication abilities, make for effective collaboration with cross-functional; teams in ensuring high-quality product delivery.; Employment History; Senior Software Tester at Descartes Labs, NM; Mar 2023 - Present; + Successfully identified and resolved over 500 critical software defects within; the first year, leading to a 40% reduction in customer-reported issues and a 30%; increase in overall product stability.; + Streamlined the testing process by implementing automated testing tools and; frameworks, resulting in a 35% decrease in testing time and a 25% increase in; test coverage.; + Led a team of 5 junior testers, providing mentorship and guidance, which; contributed to an overall 20% improvement in team efficiency and a 15%; reduction in software release delays.; * Collaborated with cross-functional teams to successfully launch three major; product updates, resulting in a 50% increase in customer satisfaction ratings; and a 30% increase in new client acquisitions.; Junior Software Tester at Rural Sourcing, NM; Sep 2022 - Jan 2023; + Successfully executed over 500 test cases in a six-month period, resulting in a; 195% defect detection rate and contributing to the successful launch of three",Matthew Baker,matthew.baker@example.com
Dale Kshle,dalekshle@gmail.com,Test Planning - Expert; Test Design - Expert; Test Execution - Expert; Defect Tracking - Expert; Documentation - Expert; Regression Testing - Expert; Summary,Dale Kshle,dale.kshle@example.com
JESSICA CLAIRE,resumesample@example.com,"• Curricula Evaluation; • Critical Thinking; • Rule Enforcement; • Goal Setting; • Decision Making; • Attention to Detail; • Federal, State and Local Regulations Adherence",JESSICA CLAIRE,jessica.claire@example.com
Jessica CLAIRE,,"* Curricula Evaluation * Complex Problem Solving; * Critical Thinking * Manual Testing; « Rule Enforcement © Quality Assurance; * Goal Setting * Diagnostics Knowledge; * Decision Making * Microsoft Office; «* Attention to Detail * Responsible and Dependable; Federal, State and Local Regulations Adherence; Public Safety and Security",Jessica CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"• Organization; • Customer service; • Staff training and development; Work History; Lead Computer Based Testing Support, 08/2014 to 03/2019; Hyatt Hotels Corp. - College Park, GA; • Communications; • Problem resolution; •; Operations management; • Communicated best practices among on-site and external personnel to align efforts and goals.; • Identified and communicated customer needs to supply chain capacity and quality teams.; • Coordinated site investigations, documented issues and escalated to executive teams as needed.; • Engaged prospects and customers through various events, including tradeshows, seminars and workshops.; •; Supervised site investigations, reported issues and escalated those that required further assistance.; • Consistently trained employees to minimize loss and increase sales.; • Increased operational efficiency by developing improved filing systems for confidential client records and reports.; • Reduced customer service complaints by designing new methods of resolution.; • Performed supplier risk evaluations and supported regulatory inspections.; Shoe Department Associate, 05/2018 to 08/2018; Kohl's - City, STATE; • Listened to customer needs and desires to identify and recommend optimal products.; • Opened, shelved and merchandised new products in visually appealing and organized displays for optimal sales promotions.",JESSICA CLAIRE,jessica.claire@example.com
Jessica CLAIRE,resumesample@example.com,"* Organization * Communications; * Customer service * Problem resolution; « Staff training and development * Operations management; Work History; Lead Computer Based Testing Support, 08/2014 to 03/2019; Hyatt Hotels Corp. — College Park, GA; * Communicated best practices among on-site and external personnel to align efforts and goals.; « Identified and communicated customer needs to supply chain capacity and quality teams.; * Coordinated site investigations, documented issues and escalated to executive teams as needed.; « Engaged prospects and customers through various events, including tradeshows, seminars and workshops.; « Supervised site investigations, reported issues and escalated those that required further assistance.; * Consistently trained employees to minimize loss and increase sales.; « Increased operational efficiency by developing improved filing systems for confidential client records and reports.; * Reduced customer service complaints by designing new methods of resolution.; « Performed supplier risk evaluations and supported regulatory inspections.; Shoe Department Associate, 05/2018 to 08/2018; Kohl's — City, STATE; « Listened to customer needs and desires to identify and recommend optimal products.; + Opened, shelved and merchandised new products in visually appealing and organized displays for optimal sales promotions.",Jessica CLAIRE,jessica.claire@example.com
Professional Summary,resumesample@example.com,"• Excellent and Concise Communication; • Decision Making with Strong Ability to Prioritize and Delegate Effectively; • Detailed Medical Recordkeeping; • Compassionate and Caring; Work History; • Creative Problem Solver; Organized with Attention to Details; • Innovative and Optimistic; • Excellent Time Management; • Critical Thinking; Registered Nurse, Pre-Admission Testing Department, 06/2013 to Current; Emory Healthcare - Atlanta, GA; • Obtain detailed and accurate medical health history to ensure that safe and effective care will be maintained during each patient's hospital stay.; • Update medication records to ensure that data is up to date and to support that accurate treatment continues.; • Consult and coordinate patient care with multiple healthcare team members and interdisciplinary services.",Professional Summary,professional.summary@example.com
PETER CONNOLLY,johndoe.qa@example.com,"and/or Cypress, and testing web-based applications across the full-stack.",PETER CONNOLLY,peter.connolly@example.com
JESSICA CLAIRE,resumesample@example.com,"• Quality Assurance - Test Automation using Selenium, C# .Net framework, FitNesse (Test Automation Tool) with DB-FIT Framework, Test Complete & Load Complete and manual testing using HP - ALM (HP Quality Centre).; • Database Design- SQL Server Management Studio, MySQL, SQL.",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"• Approach; • Interpersonal; • Configuration Management; • Cost reduction; • Clients; • Client; • Customer Service; • Instruction; • Team leader; • Managing; • Meetings; • Policies; • Presentations; • Process improvement; •; • Processes; • Project leadership; Quality; • Requirement; • Technical assistance; • Technical manuals; Trainer; • Training materials; • Transmission; • Web applications; • Website; • Written communication; • Business process re-engineering; • Advanced problem solving; • Project planning and development; WORK HISTORY; 01/2016 to Current USER ACCEPTANCE TESTING BUSINESS PROJECT SUPPORT MANAGER VP Gardaworld-Louisville, KY; • Focused primarily on supporting GinnieMae and all clients participating in their program.; • Served as a Subject Matter Expert and System Security Administrator for web-based applications and portal sites, as well as web security and pool processing policies.; • Responsible for overall success of System and User Acceptance Testing (UAT) activities.; • Review the statement of work and give level of effort and timeline to complete testing for each project.; • Responsible for hiring Lead User Acceptance Testing Tester to meet project demand.; • Participate in Project Kick off meetings at the beginning for testing. Review and understand defects entered by IT team members and translate those into actionable items, perform triage, troubleshooting and analysis of issues and failures reported by team members to determine if the issue is a defect, enhancement, or user-error. Produce reports on UAT team findings.; • Participate in Go/No Go Meetings - Hand over for QA/UAT phase as well as IV & V testing phase; • Communicate status and assignments to Project Manager and Project Team.; • Ensure all testing defects are assigned, worked and resolved according to the project schedule.; • Communicates status to client, project team, sponsor & steering Committee.; • Conducts Project leadership status and issue meetings as per the project communication plan.; • Ensures development team is adhering to team standards and processes.; • Creates and communicates the Quality plan and Configuration Management plan. Ensures the development team is executing to these plans. Communicates status with the team leader; • Monthly travel to Washington DC - Work client/requestor to define business requirements.; • Conduct testing & verification of account specific configuration data.; • Deliver training to account representatives in a 'train the trainer' approach; • Creates system test cases and data. Participates in executing system test plan.; • Follow the project's Configuration Management and Quality plan; • Communicate technical issues to Technical Team leader in timely manner to facilitate resolution. Developed registration and training materials for modernization and customer adoption also provided hands on training for internal users and external customers specific to the proper use of web applications and programs.; • Consistently reviewed matrices and activity reports to measure productivity and goal achievement; identified areas in need of cost cuts and process improvement.; • Implemented Standard Operating Procedures focused on customer service and operations.; • Observed system functionality to verify performance and detect potential transmission errors.; 01/2007 to 01/2016 Corporate Trust Operations Section Manager; BNYMELLON - City, STATE; 01/1996 to 01/2007 Corporate Trust Operations Section Manager; JPMORGAN CHASE BANK - City, STATE; • Ginnie Mae Relationship Service - GinnieNET/GinnieMae Portal Website and Customer Service:.; • Subject Matter Expert of all aspects pertaining to GinnieNET, Ginnie Mae Portal Website, Customer Service and Ginnie Mae pool processing policies and requirements.; • Manage the daily operation of the Customer Service area managing seven customer service staff members.; • Security Administrator for GinnieNET, Ginnie Mae Portal Website and desktop Distributed Systems.; • Manage and conduct all GinnieNET on the Web/Fingerprint Enrollment/User Group training to Ginnie Mae, the Issuer and Custodian community.",JESSICA CLAIRE,jessica.claire@example.com
Career Overview,resumesample@example.com,"• Methodologies: Software Development Life Cycle (SDLC), Scrum/Agile life cycle; • Operating Systems: Windows, Android, iOS, Familiar with Linux; • Internet Technologies: HTML, XML, SQL; • Database: SQL Server 2012(Express Edition), Oracle 11.1; •; Testing Tools: Quality Center 11, TestRails, Android ADT, Java SDK, Eclipse, Familiarity with Robotium, Rally, ALM, Jira, Visual Studio(TFS) 2010, Product Studio, Test Director 8, PVCS, QTP, Rational ClearQuest, Bugzilla, MS Office, Toad, and Tora; Accomplishments",Career Overview,career.overview@example.com
Jessica CLAIRE,resumesample@example.com,"‘* Methodologies: Software Development Life Cycle (SDLC), * Database: SQL Server 2012(Express Edition), Oracle 11.1; Scrum/Agile life cycle * Testing Tools: Quality Center 11, TestRails, Android ADT,; * Operating Systems: Windows, Android, iOS, Familiar with Java SDK, Eclipse, Familiarity with Robotium, Rally, ALM,; Linux Jira, Visual Studio(TFS) 2010, Product Studio, Test Director 8,; * Internet Technologies: HTML, XML, SQL. PVCS, QTP, Rational ClearQuest, Bugzilla, MS Office, Toad,; and Tora; Accomplishments",Jessica CLAIRE,jessica.claire@example.com
ELDRIDGE BEDNAR,,+ Read and understand prints and order prints; ‘+ Make decision related to quality and operation of the product; ‘+ Select and use the proper test equipment for testing the product; ‘+ Assure that the electrical operation of the product complies with the diagram and industry standards; ‘+ Perform Customer Inspections and Witness Test,ELDRIDGE BEDNAR,eldridge.bednar@example.com
JESSICA CLAIRE,resumesample@example.com,"Organized and dependable candidate successful at managing multiple priorities with a positive attitude. Willingness to take on added responsibilities to meet team goals.; Gifted Interpreter with aptitude for conveying emotion, style and content of Spanish speakers. Bringing in-depth knowledge of cultural context and idiosyncrasies. Proven to provide translations quickly and accurately developed.",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"development leading to high performing teams.; Organized and dependable candidate successful at managing multiple priorities with a positive attitude. Willingness to take on added; responsibilities to meet team goals.; Gifted Interpreter with aptitude for conveying emotion, style and content of Spanish speakers. Bringing in-depth knowledge of cultural; context and idiosyncrasies. Proven to provide translations quickly and accurately developed.; Highly motivated Financial Coordinator with proven success scheduling appointments and effectively communicating with various",JESSICA CLAIRE,jessica.claire@example.com
QA TESTER RESUME,your@email.com,"Test Automation Frameworks: Java; JavaScript; Selenium/WebDriver; TestNG; JUnit; Jenkins;; TestProject io; CharlesProxy: Regression, Functional, and Performance Testing; 123 Your Address City,, Ste, Zip Code (exx)sexeex your@email.com",QA TESTER RESUME,qa.tester.resume@example.com
JESSICA CLAIRE,resumesample@example.com,• Guest services; • Inventory control procedures; • Merchandising expertise; • Loss prevention; •; Cash register operations Product promotions,JESSICA CLAIRE,jessica.claire@example.com
JESSICA,resumesample@example.com,+ Guest services; + Inventory control procedures; + Merchandising expertise; + Loss prevention; + Cash register operations; + Product promotions,John Doe,john.doe@example.com
JESSICA CLAIRE,resumesample@example.com,"ACCOMPLISHMENTS; • Used Microsoft Excel to develop inventory tracking spreadsheets.; • Resolved product issue through consumer testing.; • Supervised team of 14 staff members.; • Documented and resolved testing issues which led to applicant enlistment.; • Document Preparation; • Workflow Planning; • Organization and Prioritization.; • Box and Container Packing; • Materials Requisition; • Contents Verification; • Proactive and Self-Motivated; • Data Entry and 10-Key; • Goal Setting; • Time Management; • Relationship Building; WORK HISTORY; Lead Testing Clerk, 02/2019 - 05/2021; Aids Healthcare Foundation - Fort Sam Houston, Texas; • Investigated and adopted optimal shipping and receiving strategies by selecting best carriers, routes and methods to minimize costs and enhance schedules.; • Organized storage areas to optimize materials movements and minimize labor hours.; • Maintained accurate computer records of materials weights, bill amounts and identified variances.; • Supported reporting, accounting and recordkeeping staff with accurate updates regarding shipment information.; • Worked effectively with shippers to resolve shipment issues, damaged materials and shortages.; • Consulted with outside parties to resolve discrepancies and create expert solutions.; • Tested system wiring layouts, grounds and terminations to finalize installations.; • Demonstrated system functionality performance in start-up, shut-down, normal operation and emergency shut-down processes.; • Configured PV systems based on site conditions and customers needs and expectations.; • Backed up company data on regular basis, successfully recovering critical information after malware attacks.; • Adhered to safety protocols and policies to reduce workplace hazards.; • Saved $30,000 by implementing cost-saving initiatives that addressed long-standing problems; • Restocked cases with new merchandise and removed expired items for proper disposal.; School Support Officer, 03/2016 - 08/2018; Chicago Public Schools - Misawa AFB, Japan; • Studied assessment information covering students, teachers and school operations to formulate improvement plans.",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"collections. Industrious and meticulous with strong history of integrity and reliability. Organized and dependable candidate successful at; managing multiple priorities with a positive attitude. Willingness to take on added responsibilities to meet team goals. Knowledgeable about; Quick Books with commitment to efficiency, accuracy and modernization. Distinguished history of excellent and meticulous bookkeeping.; ACCOMPLISHMENTS.; * Used Microsoft Excel to develop inventory tracking spreadsheets.; * Resolved product issue through consumer testing.; «Supervised team of 14 staff members.; * Documented and resolved testing issues which led to applicant enlistment.; * Document Preparation * Proactive and Self Motivated; © Workflow Planning © Data Entry and 10-Key; * Organization and Prioritization * Goal Setting; * Box and Container Packing; * Materials Requisition; Time Management; Relationship Building; * Contents Verification; ‘Work History; Lead Testing Clerk, 02/2019 - 05/2021; Aids Healthcare Foundation — Fort Sam Houston, Texas; + Investigated and adopted optimal shipping and receiving strategies by selecting best carriers, routes and methods to minimize costs and; enhance schedules.; * Organized storage areas to optimize materials movements and minimize labor hours.; * Maintained accurate computer records of materials weights, bill amounts and identified variances.; «Supported reporting, accounting and recordkeeping staff with accurate updates regarding shipment information.; * Worked effectively with shippers to resolve shipment issues, damaged materials and shortages; * Consulted with outside parties to resolve discrepancies and create expert solutions.; + Tested system wiring layouts, grounds and terminations to finalize installations; * Demonstrated system functionality performance in start-up, shut-down, normal operation and emergency shut-down processes; * Configured PV systems based on site conditions and customers needs and expectations; * Backed up company data on regular basis, successfully recovering critical information after malware attacks; # Adhered to safety protocols and policies to reduce workplace hazards; # Saved $30,000 by implementing cost-saving initiatives that addressed long-standing problems; *# Restocked cases with new merchandise and removed expired items for proper disposal.; School Support Officer, 03/2016 - 08/2018; Chicago Public Schools — Misawa AFB, Japan; + Studied assessment information covering students, teachers and school operations to formulate improvement plans",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"CORE QUALIFICATIONS; ArcGIS, AutoCAD, Microsoft Office, Apple OS X, Linux, Mathcad, DOCEX Suite, and EnCase *Scientific Tools: Igor Plus, Sigma Plot, FRED (Forensic Recovery of Evidence Device), and CALYX; ACCOMPLISHMENTS",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"variety of software, hardware, and scientific tools *Proficient in creating resource reports and maintaining databases; CorE QUALIFICATIONS; ArcGIS, AutoCAD, Microsoft Office, Apple OS X, Linux, Mathcad,; DOCEX Suite, and EnCase *Scientific Tools: Igor Plus, Sigma Plot,; FRED (Forensic Recovery of Evidence Device), and CALYX; ACCOMPLISHMENTS.; EDUucaTION; Bachelor of Arts: Environmental Studies, May, 2016; Levin College of Urban Affairs, Cleveland State University - Cleveland, OH; Environmental Studies; Certificate in Geographical Information Systems (GIS), expected: 2017; Associate of Arts and Science: 2013; Cuyahoga Community College - Cleveland, Ohio; Certification in EnCase Computer Forensics: 2008; Environmental Planning Environmental Physics GIS Principles Urban Sustainability Urban Cultures Urban Planning Environmental Chemistry; Urban Data Analysis Environment and Human Affairs Methods of Research and Analysis Introduction to Urban Studies Megacities of Asia",JESSICA CLAIRE,jessica.claire@example.com
JANE DOE PHONE: fo) sce,janedoe@gmail.com,"UI/UX knowledge to produce exceptional products in the Software industry.; ‘© System and Unit Testing ‘© Regression Testing © Usability Testing; © Smoke Testing © Performance Testing © Compatibility Testing; © User Acceptance Testing Load Testing © Stress Testing; ‘Test Management: Jira and Test Management for Jira; Industry Knowledge: Agile, ITIL, ITSM, and Service Integration and Management; Languages: Basic foundation of Java, JavaScript, HTML, and CSS",Linda Johnson,linda.johnson@example.com
TAYLOR FOSTER,taylor_foster37@gmail.com,"generating test specifications, and identifying implementation; flaws. Proficient in C, C++, Python, and reverse engineering; tools. Bachelor's degree in Electrical Engineering. Passionate; about contributing to Toyota's cybersecurity posture and; staying up to date on new attack vectors and vulnerabilities.; and group settings. Committed to ensuring secure automotive; technology.",TAYLOR FOSTER,taylor.foster@example.com
JESSICA,resumesample@example.com,+ Testing Analytics; + Defect Tracking and Reporting; + Software Release and; Versioning; + Script and Scenario Design; + Test Program Development; + Software Development Life; cyde; + Standards and Security; ‘Compliance; + Software Compatibility Testing; + Web and Mobile Application QA; + Customer Service; + Software Defect Documentation; + Bug Tracking and Resolution; + Client Requirements; + Application Subject Expertise; + Status Reporting; + Technical Support; + Test Plans and Cases; + Defect Analysis and Resolution; + System Performance; Assessment; + Technical Troubleshooting; + Hardware and Software Repair; + System Performance; Assessments; + Error Detection; + Microsoft Windows and Office; + Help Desk Support; + Software Evaluation; + Account Administration; + Troubleshooting Network Issues; + Issue and Resolution Tracking; + Computer Diagnostics; + Computer System Diagnostics; Software; + Database Management; + Software Patches,Victoria Wood,victoria.wood@example.com
JESSICA CLAIRE,resumesample@example.com,"Root Cause Analysis; Software Installation; Service Level Agreements; Technical Support; Troubleshooting Technical; Issues; Windows Server, Linux and Unix flavors",JESSICA CLAIRE,jessica.claire@example.com
JESSICA,resumesample@example.com,"+ Root Cause Analysis; + Software Installation; + Service Level Agreements; + Technical Support; + Troubleshooting Technical; Issues; + Windows Server, Linux and Unix; flavors",Matthew Baker,matthew.baker@example.com
JESSICA CLAIRE,resumesample@example.com,"• Disease Processes; • Clear Patient Communication; • Medical Recordkeeping; • Healthcare Personnel Supervision; • Treatment Recommendations; • Needs Assessment; • Healthcare Program Planning; • Diagnostic Software; • Diagnostic Test Evaluations; • Nursing Performance Assessment; • Delegation and Motivation; • Treatment Plan Modification; WORK HISTORY; Pre-Admissions Testing Nurse, 01/2021 - 09/2022; Vernon Memorial Healthcare - Soldiers Grove, WI; • Explained course of care and medication side effects to patients and caregivers in easy-to-understand terms.; • Worked with healthcare team to develop a new COVID testing process, improved clinical documentation related to COVID, and created COVID information pamphlets.; • Implemented care plans for patient treatment after assessing physician medical regimens.; • Evaluated patient histories, complaints and current symptoms.; • Conducted ongoing monitoring and evaluations of behaviors and conditions, and updated clinical supervisors with current information.; • Communicated with healthcare team members to plan, implement and enhance treatment strategies.; • Conveyed treatment options, diagnosis information and home care techniques to patients and caregivers to continue care consistency.; • Used first-hand knowledge and clinical expertise to advocate for patients under care and enacted prescribed treatment strategies.; Charge Nurse, 07/2015 - 12/2020; Children's Medical Center - City, STATE; • Monitored nursing care, patient assessment processes and treatment implementations.; • Implemented quality patient care techniques to align with safety, health and organizational regulations.; • Trained new nurses in proper techniques, care standards, operational procedures and safety protocols.; • Identified unit areas of inadequacy and adjusted procedures to close gaps and improve policies.; • Coordinated nursing care on unit through staff assignments, assisting and rounding with physicians, monitoring patient orders and communicating with ancillary departments.; • Worked with patients diagnosed with chronic obstructive pulmonary disease (COPD), asthma, congestive heart failure (CHF),; cerebrovascular accidents (CVA), diabetes or sepsis to asses needs and determine best options for care.; • Supervised patient admissions and discharges from hospital to home care, rehabilitative facility or self-care.; • Supervised and managed daily scheduling, tasking and administration.; • Directed patient care activities, guided and trained RNs, LPNs and residential advisors during shift.; • Collaborated with various healthcare professionals to determine specific and individualized care plan based on goals and long-term health.; • Triaged incoming phone calls from emergency rooms and inpatient units to determine needs and prioritize care.; • Educated patients and caregivers of various available external resources to support wound management, disease management and medication administration.; • Documented information in patients' electronic medical record, relaying information to clinicians and care providers to facilitate continuity of care.; • Communicated with healthcare team members to plan, implement and enhance treatment strategies.; • Cared for patients in 33-bay unit, supporting fellow nurses in delivering outstanding treatment to patients.; • Advocated for and strived to protect health, safety and rights of patient.; • Reported findings to quality departments after conducting routine restraint audits and worked with team to devise corrective actions for deficiencies.; • President of Unit Based Council committee to discuss policies, propose revisions and implement changes.; • Performed frequent checks on life support equipment and made necessary adjustments to preserve optimal patient conditions.; Registered Nurse, Relief Charge Nurse, and Nurse Intern, 06/2013 - 07/2015; Mclane Children's Hospital Scott & White - City, STATE; • Educated patients, families and caregivers on diagnosis and prognosis, treatment options, disease process and management and lifestyle options.; • Advocated for patients by communicating care preferences to practitioners, verifying interventions met treatment goals and identifying insurance coverage limitations.; • Advised patients and caregivers of proper wound management, discharge plan objectives, safe medication use and disease management. • Organized and managed care of patients undergoing various therapies and procedures.; • Collaborated with physicians to quickly assess patients and deliver appropriate treatment while managing rapidly changing conditions. • Managed care from admission to discharge.; • Evaluated healthcare needs, goals for treatment and available resources of each patient and connected to optimal providers and care.; • Conferred with physicians to discuss diagnoses and devise well-coordinated treatment approaches.; • Trained new nurses in proper techniques, care standards, operational procedures and safety protocols.; Bachelor's of Science: Nursing, 05/2013; University of Mary Hardin-Baylor - Belton, TX",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,* Electronic Charting * Disease Processes; « Patient Care Assessment; * Treatment Preparation; * Specialized Healthcare Referrals; * Medical Supply Management; « Individualized Treatment Plans; © Patient Condition Monitoring,JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,Inspection and Testing Reports; • Corrective Action Recommendations; • Raw Materials Inspection and Testing; • OSHA Compliance; • Frequency and Volt Meters; • Heavy Lifting; • Class A Commercial Driver,JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,* Quality Control Inspection and Testing Reports; ‘* Documentation and Recordkeeping * Conrective Action Recommendations; « Equipment Function Testing Raw Materials Inspection and Testing; OSHA Compliance; * Performance Monitoring; + Blueprint Reading « Frequency and Volt Meters; * Defect Removal « Heavy Lifting; « Instrument Calibration * Class A Commercial Driver; Rejected Materials Disposal,JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"• Self-discipline; • Program Management; • Recruiting and training; • Teamwork/collaboration; • Community focused; • Business and residential facility management; • Policy and procedure improvements; • Conflict mediation; • Cultural awareness and sensitivity; • Partnership development; .; Special and large event planning and management; • Natural teacher and mentor; • Supervisory role background; Accreditation Standards; • Performance Improvement; • Standard Operating Procedures; • Safety Precautions; • Business Development; Testing Center Supervisor, 08/2012 - 05/2015; Emory University - Atlanta, GA",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,* Program Management * SelEdiscipline; * Recruiting and training * Special and large event planning and management; * Teamwork/collaboration + Natural teacher and mentor; + Community focused * Supervisory role background; + Business and residential facility management * Accreditation Standards; * Policy and procedure improvements * Performance Improvement; * Conflict mediation « Standard Operating Procedures; © Cultural awareness and sensitivity * Safety Precautions; * Partnership development * Business Development,JESSICA CLAIRE,jessica.claire@example.com
Andrew Kevin,info@resumekraft.com,"question everything and see different paths and possibilities for any encountered; systems, and based on these attributes | know that the best field for me is IT,; specifically Quality Assurance.; The breakthrough came when | decided to help a programmer friend who is developing; iOS applications. Working together with him and running different test scenarios, | found; ‘out more about what a QA actually does. | eventually took on the role of a software; tester, familiarizing myself with manual testing techniques.",Andrew Kevin,andrew.kevin@example.com
JESSICA CLAIRE,resumesample@example.com,Strategy Development and; Implementation; Complex Problem Solving; Program Management; Fiscal Management; Budgeting; Stakeholder Management Verbal and written Communication; • Employee Management and Development,JESSICA CLAIRE,jessica.claire@example.com
JESSICA,resumesample@example.com,+ Strategy Development and; Implementation; + Complex Problem Solving; + Program Management; + Fiscal Management; + Budgeting; + Stakeholder Management; + Verbal and Written; ‘Communication; + Employee Management and; Development,Benjamin Bryant,benjamin.bryant@example.com
• Customer Service,resumesample@example.com,"• Emergency and Preventive Care; • Team-work Oriented; • First Aid/CPR; • Effective Communication; CERTIFICATIONS; Emergency Medical Technician; • Nationally Registered EMT; NREMT Registrant Number: E3422011; • Texas DSHS Certified EMT License Number: 756227; American Heart Association BLS; CPR and AED; • Phi Sigma Pi National Honor Fraternity - Delta Psi Chapter; • Texas Exes Life Member; • National Eagle Scout Association Member; AFFILIATIONS; PROFESSIONAL SUMMARY; WORK HISTORY; Covid-19 Testing Site Manager, 11/2020 - Current; First Student - Lancaster, TX; • Oversaw various testing teams to maintain best practices in accordance to company policy and procedure.; • Trained new staff on job duties, company policies and safety procedures for rapid onboarding.; • Verified adherence to HIPAA and other local, state, and national guidelines.; • Conducted Covid-19 testing, handled and stored nasal specimens to prevent compromise.; • Collaborated with supervisors, site managers, and city and state officials to effectively get large scale sites operating.; • Defined testing protocols, quality assurance initiatives and clinic policies and procedures to outdoor and indoor testing teams.; • Conducted and handled day-to-day, weekly, and monthly PPE and testing supply inventory to maintain appropriate levels on testing sites.; Shop Manager, 03/2019 - 11/2020; Avalon Health Care Group - San Andreas, CA; • Manage customer scheduling; • Assist with installation; • Order and track inventory to maintain appropriate supply; Home Health Aide, 05/2018 - 12/2019; Nate Moore, Sr-City, STATE; • Assisted in caring for disabled patient; handling hygiene, meal preparation, medication administration and physical therapy exercises; • Worked to improve and enhance patient's daily life, through effective and compassionate care and companionship; • Progressed patient from being wheelchair dependent to mobile using walker.; Associate Floor Lead, 08/2016 - 12/2016; Amazon - City, STATE; • Packed customer orders and prepared them for shipment in a timely manner; ⚫ Audited and assessed individual packer quality and performance; • Assisted in ensuring employees adhered to all safety protocol; • Ensured all proper packaging inventory were replenished as needed; • Tracked and sorted items ready for shipment.; • Assisted supervisor with feedback for employee performance evaluations.; Emergency Medical Technician, 05/2018",Frank Rogers,frank.rogers@example.com
JESSICA CLAIRE,resumesample@example.com,* Customer Service « Emergency and Preventive Care; * Patient Care * Team-work Oriented; * Leadership « First Aid/CPR; « Flexible and Dependable « Effective Communication; CERTIFICATIONS; Emergency Medical Technician; « Nationally Registered EMT; ‘NREMT Registrant Number: E3422011; « Texas DSHS Certified EMT License Number: 756227; American Heart Association BLS; CPR and AED,JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,• Responsible driver; • Punctual and reliable; • Excellent sense of direction; • Dependable and reliable; ACCOMPLISHMENTS; • Graduated rank 108 out of 495 students in my senior class.; • Teacher Assistant for two years during my final high school years.; • I was a member of the National Honor Role all four years of High School.,JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,© Strong work ethic # Responsible driver; « Energetic * Punctual and reliable; * Responsible « Excellent sense of direction; * Dedicated * Dependable and reliable; ACCOMPLISHMENTS; © Graduated rank 108 out of 495 students in my senior class; * Teacher Assistant for two years during my final high school years; « Twas a member of the National Honor Role all four years of High School.,JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,432-1000-resumesample@example.com,"Agile, propriatory testing tools, scripts; ACCOMPLISHMENTS; software testing; 8; 2010; Inspected more than up to 1000 tests per shift using either proprietary testing tools or private scripts with 95 - 100% accuracy.; got company awards for delivered high quality and quantity job.",JESSICA CLAIRE,jessica.claire@example.com
